"","QWE","MI","PI","LOCTot","SocDesTot","MachTot","Sex","BehIntTot","ManCheck_1","ManCheck_2","ManCheck_3","Team"
"1814","high","ethical","ethical",23,42,12,"Female",4,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",24
"1815","low","unethical","ethical",27,28,25,"Female",9,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1816","low","ethical","ethical",26,33,25,"Female",4,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",24
"1817","low","unethical","ethical",37,23,28,"Female",16,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1818","low","unethical","unethical",37,33,21,"Male",7,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1819","low","ethical","unethical",30,37,16,"Female",4,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1820","high","unethical","unethical",27,28,26,"Male",12,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",24
"1821","high","unethical","ethical",25,31,22,"Female",8,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",24
"1822","low","unethical","ethical",33,29,30,"Female",9,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",24
"1823","high","ethical","unethical",29,29,19,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1824","low","unethical","unethical",42,31,37,"Male",17,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1825","high","ethical","ethical",29,27,25,"Female",14,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1826","low","ethical","ethical",20,20,27,"Female",5,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",24
"1827","high","unethical","unethical",18,32,24,"Female",4,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1828","high","unethical","ethical",22,27,27,"Female",4,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1829","low","ethical","unethical",19,38,22,"Female",4,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1830","high","ethical","ethical",37,26,25,"Female",5,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",24
"1831","high","ethical","unethical",38,26,29,"Female",4,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1832","high","ethical","unethical",23,40,25,"Female",4,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",24
"1833","low","unethical","unethical",35,29,20,"Female",4,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1834","low","unethical","ethical",39,32,24,"Female",4,"Poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",24
"1835","high","unethical","unethical",35,35,28,"Female",6,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",24
"1836","high","unethical","ethical",34,32,19,"Non-binary",8,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",24
"1837","low","ethical","ethical",31,34,29,"Male",8,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",24
"1838","low","ethical","unethical",31,28,31,"Female",8,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1839","low","ethical","ethical",23,38,21,"Female",8,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1840","high","ethical","ethical",25,33,22,"Female",8,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1841","high","ethical","unethical",27,27,27,"Female",9,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1842","low","unethical","unethical",22,27,20,"Female",5,"Good","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1843","low","ethical","ethical",30,23,26,"Male",9,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1844","low","ethical","unethical",26,34,25,"Female",7,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1845","high","unethical","unethical",31,29,27,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1846","low","ethical","ethical",29,33,31,"Female",14,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1847","high","unethical","ethical",32,30,28,"Male",11,"Poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1848","low","unethical","unethical",32,31,22,"Male",11,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1849","low","unethical","ethical",30,30,25,"Male",14,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1850","high","ethical","unethical",27,25,31,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1851","low","unethical","ethical",29,31,26,"Male",16,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1852","high","unethical","unethical",26,29,28,"Male",11,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1853","low","ethical","ethical",27,31,26,"Female",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1854","low","ethical","unethical",29,32,29,"Female",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1855","high","ethical","unethical",29,29,30,"Male",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1856","high","unethical","ethical",27,29,28,"Male",8,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1857","low","ethical","unethical",30,33,29,"Female",11,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1858","high","unethical","unethical",29,29,32,"Female",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1859","low","unethical","ethical",28,27,28,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1860","high","unethical","ethical",28,29,29,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1861","low","ethical","ethical",30,33,28,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1862","high","unethical","unethical",30,27,15,"Male",18,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1863","high","unethical","ethical",29,31,31,"Female",14,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1864","high","unethical","ethical",30,30,28,"Male",9,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1865","high","ethical","ethical",26,32,24,"Male",8,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1866","high","ethical","unethical",32,29,23,"Female",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1867","low","ethical","ethical",31,29,19,"Male",16,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1868","low","unethical","ethical",30,30,25,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1869","high","ethical","ethical",30,28,14,"Male",14,"Neither good nor poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1870","high","unethical","unethical",29,32,32,"Female",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1871","low","unethical","unethical",31,28,26,"Male",12,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1872","low","ethical","ethical",30,30,31,"Male",11,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1873","low","unethical","unethical",30,30,30,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1874","high","ethical","ethical",31,30,31,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1875","high","unethical","unethical",31,32,30,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1876","high","ethical","unethical",25,31,33,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1877","low","ethical","ethical",26,34,23,"Male",10,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1878","high","unethical","unethical",29,31,24,"Male",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1879","low","ethical","unethical",28,26,24,"Male",16,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1880","low","unethical","ethical",29,31,14,"Male",16,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1881","high","unethical","ethical",29,30,18,"Male",16,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1882","low","ethical","unethical",32,30,14,"Male",14,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1883","low","unethical","unethical",30,33,27,"Male",7,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1884","low","ethical","ethical",24,31,25,"Male",12,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1885","high","unethical","unethical",29,28,14,"Male",14,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1886","high","ethical","unethical",33,26,29,"Male",11,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1887","low","ethical","unethical",30,28,29,"Male",11,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1888","high","ethical","unethical",31,29,31,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1889","low","ethical","unethical",29,30,30,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1890","low","ethical","ethical",30,29,27,"Male",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1891","low","unethical","unethical",30,29,29,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1892","low","ethical","ethical",30,29,28,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1893","high","unethical","ethical",29,29,30,"Male",10,"Poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1894","low","unethical","unethical",30,32,32,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1895","high","unethical","unethical",29,35,34,"Male",11,"Poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1896","high","unethical","unethical",39,33,28,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1897","high","ethical","ethical",28,29,28,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1898","low","unethical","unethical",27,30,34,"Male",11,"Poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1899","high","unethical","ethical",30,32,27,"Male",12,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1900","low","ethical","unethical",31,31,28,"Female",13,"Good","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1901","high","ethical","unethical",27,32,33,"Male",14,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1902","low","unethical","unethical",29,30,31,"Female",12,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1903","low","ethical","unethical",31,29,31,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1904","high","unethical","unethical",34,25,29,"Female",11,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1905","high","unethical","ethical",28,32,30,"Female",14,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1906","low","ethical","ethical",33,31,30,"Male",8,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1907","high","ethical","ethical",34,33,28,"Male",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1908","low","ethical","unethical",32,30,25,"Male",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1909","high","unethical","ethical",32,29,28,"Female",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1910","high","ethical","ethical",27,31,27,"Male",15,"Poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1911","high","unethical","ethical",28,31,30,"Male",13,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1912","low","ethical","unethical",31,31,31,"Male",15,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1913","low","unethical","unethical",30,31,30,"Female",10,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1914","low","unethical","unethical",29,30,27,"Female",14,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1915","low","unethical","ethical",30,31,29,"Male",6,"Poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1916","low","unethical","unethical",31,28,34,"Male",9,"Poor","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1917","high","ethical","unethical",35,29,26,"Female",7,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1918","low","ethical","ethical",31,32,27,"Male",9,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1919","high","ethical","ethical",30,34,29,"Male",14,"Poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1920","high","ethical","unethical",31,28,27,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1921","low","unethical","unethical",31,30,29,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1922","high","unethical","unethical",28,31,33,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1923","low","ethical","ethical",32,37,33,"Female",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1924","low","ethical","unethical",29,30,32,"Male",8,"Good","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1925","high","ethical","ethical",25,31,30,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1926","low","ethical","unethical",28,28,30,"Male",12,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1927","high","unethical","ethical",28,30,28,"Female",14,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1928","low","ethical","unethical",28,30,30,"Male",13,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1929","high","unethical","ethical",29,31,29,"Female",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1930","high","ethical","ethical",27,34,27,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1931","low","unethical","unethical",27,37,29,"Male",9,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1932","high","unethical","unethical",35,32,30,"Female",9,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1933","low","unethical","unethical",29,34,34,"Female",9,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1934","high","ethical","ethical",31,34,32,"Male",9,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1935","high","unethical","ethical",28,32,26,"Female",15,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1936","high","ethical","unethical",32,32,27,"Female",9,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1937","low","ethical","ethical",26,30,31,"Male",10,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1938","high","unethical","ethical",27,35,30,"Male",8,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1939","high","ethical","unethical",29,29,31,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1940","high","ethical","unethical",30,30,26,"Female",16,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1941","high","unethical","unethical",30,30,26,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1942","low","unethical","ethical",30,30,36,"Male",12,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1943","high","unethical","unethical",32,29,29,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1944","low","unethical","unethical",30,30,28,"Male",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1945","high","ethical","unethical",29,29,30,"Female",13,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1946","high","ethical","ethical",23,29,29,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1947","high","unethical","ethical",30,30,31,"Female",11,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1948","low","ethical","ethical",26,31,29,"Male",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1949","high","ethical","ethical",32,30,30,"Male",10,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1950","low","unethical","unethical",30,29,31,"Male",10,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1951","high","unethical","ethical",29,30,28,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1952","high","ethical","unethical",29,30,31,"Male",13,"Poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1953","high","unethical","unethical",29,27,32,"Male",13,"Good","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1954","low","ethical","unethical",29,26,32,"Male",11,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1955","low","unethical","ethical",28,28,29,"Male",19,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1956","low","ethical","ethical",29,29,30,"Male",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1957","high","unethical","unethical",30,31,35,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1958","high","ethical","ethical",26,30,27,"Male",12,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1959","low","ethical","unethical",32,26,29,"Male",10,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1960","high","ethical","unethical",34,34,28,"Male",15,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1961","high","unethical","ethical",31,31,31,"Male",15,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1962","high","unethical","unethical",30,28,28,"Male",15,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1963","low","unethical","ethical",31,30,30,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1964","high","ethical","unethical",30,30,33,"Female",10,"Good","It was typical for employees to increase their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1965","high","unethical","ethical",29,29,24,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1966","low","unethical","unethical",28,33,28,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",16
"1967","high","ethical","ethical",27,33,25,"Male",14,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1968","low","ethical","unethical",31,29,27,"Male",16,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1969","low","unethical","ethical",26,30,28,"Male",11,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1970","low","ethical","ethical",27,32,32,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1971","high","unethical","ethical",29,26,31,"Male",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1972","low","unethical","ethical",30,25,25,"Male",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1973","high","unethical","ethical",32,31,29,"Male",13,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1974","low","ethical","unethical",30,31,26,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",16
"1975","high","unethical","ethical",28,30,28,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1976","high","ethical","ethical",30,31,28,"Male",14,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1977","low","unethical","ethical",30,30,27,"Male",12,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1978","high","unethical","ethical",29,33,26,"Male",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1979","low","unethical","unethical",30,28,25,"Female",15,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1980","high","unethical","ethical",26,34,23,"Female",8,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1981","low","unethical","ethical",30,32,30,"Male",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1982","low","ethical","ethical",30,29,23,"Female",14,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1983","high","ethical","ethical",35,23,28,"Female",8,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1984","low","unethical","unethical",31,33,29,"Female",14,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1985","low","unethical","unethical",33,26,33,"Male",16,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1986","low","ethical","ethical",26,34,20,"Female",17,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"1987","low","ethical","unethical",32,35,30,"Female",10,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1988","low","unethical","ethical",29,30,22,"Female",7,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1989","high","ethical","unethical",36,27,30,"Female",4,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1990","high","unethical","ethical",35,25,19,"Female",4,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"1991","high","unethical","unethical",34,25,25,"Male",6,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1992","low","unethical","unethical",29,29,25,"Female",15,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"1993","low","unethical","ethical",29,30,26,"Male",12,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"1994","low","unethical","unethical",31,28,27,"Male",14,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1995","high","ethical","unethical",32,28,31,"Female",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1996","high","unethical","unethical",29,28,29,"Female",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1997","low","ethical","unethical",31,32,32,"Female",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1998","high","ethical","ethical",33,28,30,"Female",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"1999","low","unethical","unethical",32,28,31,"Male",9,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2000","low","ethical","unethical",28,31,34,"Female",11,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2001","high","unethical","unethical",28,28,28,"Female",13,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2002","high","ethical","ethical",30,26,35,"Female",7,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2003","low","ethical","ethical",32,29,30,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2004","high","ethical","unethical",31,31,30,"Male",11,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2005","low","ethical","unethical",31,37,25,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2006","low","unethical","unethical",33,30,33,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2007","low","ethical","unethical",27,30,34,"Male",6,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2008","high","unethical","unethical",27,37,25,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2009","low","ethical","unethical",34,32,31,"Female",11,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2010","low","ethical","ethical",30,31,30,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2011","low","ethical","ethical",32,35,24,"Female",8,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",16
"2012","high","ethical","ethical",32,30,30,"Male",5,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",16
"2013","low","unethical","ethical",31,36,26,"Female",8,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",16
"2014","high","ethical","unethical",29,33,32,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
"2015","high","ethical","unethical",30,33,27,"Male",5,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",16
"2016","low","unethical","ethical",31,30,31,"Male",10,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",16
